,ensg_id,display_name,atlas_name,function_name,UniprotID
655,ENSG00000116260,QSOX1,Secreted to extracellular matrix,Enzyme,O00391
656,ENSG00000116406,EDEM3,Intracellular and membrane,Enzyme,Q9BZQ6
657,ENSG00000116459,ATP5PB,Intracellular and membrane,Transport,P24539
658,ENSG00000116678,LEPR,Intracellular and membrane,Receptor,P48357
659,ENSG00000116690,PRG4,Secreted to extracellular matrix,No annotated function,Q92954
660,ENSG00000116748,AMPD1,Intracellular and membrane,Enzyme,P23109
661,ENSG00000116774,OLFML3,Secreted to extracellular matrix,Developmental protein,Q9NRN5
662,ENSG00000116785,CFHR3,Secreted to blood,Complement pathway,Q02985
663,ENSG00000116863,ADPRS,Intracellular and membrane,Enzyme,Q9NX46
664,ENSG00000116962,NID1,Secreted to extracellular matrix,Cell adhesion,P14543
665,ENSG00000116985,BMP8B,Secreted to blood,Cytokine,P34820
666,ENSG00000116996,ZP4,Secreted in female reproductive system,Receptor,Q12836
667,ENSG00000117069,ST6GALNAC5,Intracellular and membrane,Enzyme,Q9BVH7
668,ENSG00000117090,SLAMF1,Secreted to blood,Receptor,Q13291
669,ENSG00000117091,CD48,Intracellular and membrane,No annotated function,P09326
670,ENSG00000117118,SDHB,Intracellular and membrane,Transport,P21912
671,ENSG00000117122,MFAP2,Secreted to extracellular matrix,No annotated function,P55001
672,ENSG00000117151,CTBS,Intracellular and membrane,Enzyme,Q01459
673,ENSG00000117154,IGSF21,Intracellular and membrane,No annotated function,Q96ID5
674,ENSG00000117215,PLA2G2D,Secreted in other tissues,Enzyme,Q9UNK4
675,ENSG00000117228,GBP1,Intracellular and membrane,Immunity,P32455
676,ENSG00000117281,CD160,Secreted to blood,Receptor,O95971
677,ENSG00000117305,HMGCL,Intracellular and membrane,Enzyme,P35914
678,ENSG00000117385,P3H1,Intracellular and membrane,Enzyme,Q32P28
679,ENSG00000117407,ARTN,Secreted in other tissues,Growth factor,Q5T4W7
680,ENSG00000117525,F3,Secreted to blood,Blood coagulation,P13726
681,ENSG00000117560,FASLG,Secreted to blood,Cytokine,P48023
682,ENSG00000117601,SERPINC1,Secreted to blood,Blood coagulation,P01008
683,ENSG00000117691,NENF,Secreted to blood,No annotated function,Q9UMX5
684,ENSG00000117862,TXNDC12,Intracellular and membrane,Enzyme,O95881
685,ENSG00000117899,MESD,Intracellular and membrane,Other,Q14696
686,ENSG00000117906,RCN2,Intracellular and membrane,No annotated function,Q14257
687,ENSG00000117983,MUC5B,Secreted in other tissues,No annotated function,Q9HC84
688,ENSG00000117984,CTSD,Secreted to blood,Enzyme,P07339
689,ENSG00000118004,COLEC11,Secreted to blood,Developmental protein,Q9BWP8
690,ENSG00000118017,A4GNT,Intracellular and membrane,Enzyme,Q9UNA3
691,ENSG00000118094,TREH,Intracellular and membrane,Enzyme,O43280
692,ENSG00000118113,MMP8,Secreted to extracellular matrix,Enzyme,P22894
693,ENSG00000118137,APOA1,Secreted to blood,Apolipoprotein,P02647
694,ENSG00000118257,NRP2,Secreted in other tissues,Receptor,O60462
695,ENSG00000118271,TTR,Secreted to blood,Hormone,P02766
696,ENSG00000118276,B4GALT6,Intracellular and membrane,Enzyme,Q9UBX8
697,ENSG00000118292,C1orf54,Secreted to blood,No annotated function,Q8WWF1
698,ENSG00000118523,CCN2,Secreted in other tissues,Cell adhesion,P29279
699,ENSG00000118702,GHRH,Secreted in other tissues,No annotated function,P01286
700,ENSG00000118729,CASQ2,Intracellular and membrane,Other,O14958
701,ENSG00000118733,OLFM3,Secreted in brain,No annotated function,Q96PB7
702,ENSG00000118785,SPP1,Secreted to blood,Cytokine,c("P10451", "Q9BX95")
703,ENSG00000118849,RARRES1,Intracellular and membrane,No annotated function,P49788
704,ENSG00000118972,FGF23,Secreted to blood,Growth factor,Q9GZV9
705,ENSG00000119147,ECRG4,Secreted to blood,No annotated function,Q9H1Z8
706,ENSG00000119280,C1orf198,Intracellular and membrane,No annotated function,Q9H425
707,ENSG00000119514,GALNT12,Intracellular and membrane,Enzyme,Q8IXK2
708,ENSG00000119535,CSF3R,Intracellular and membrane,Receptor,Q99062
709,ENSG00000119630,PGF,Secreted to blood,Growth factor,P49763
710,ENSG00000119632,IFI27L2,Intracellular and membrane,Other,Q9H2X8
711,ENSG00000119655,NPC2,Secreted to blood,Transport,P61916
712,ENSG00000119681,LTBP2,Secreted to extracellular matrix,Other,Q14767
713,ENSG00000119699,TGFB3,Secreted to blood,Growth factor,P10600
714,ENSG00000119912,IDE,Secreted in other tissues,Receptor,P14735
715,ENSG00000119913,TECTB,Secreted in other tissues,No annotated function,Q96PL2
716,ENSG00000119977,TCTN3,Intracellular and membrane,Other,Q6NUS6
717,ENSG00000120054,CPN1,Secreted to blood,Enzyme,c("P15169", "Q99829")
718,ENSG00000120055,C10orf95,Secreted - unknown location,No annotated function,Q9H7T3
719,ENSG00000120057,SFRP5,Secreted in other tissues,Developmental protein,Q5T4F7
720,ENSG00000120088,CRHR1,Intracellular and membrane,Receptor,P34998
721,ENSG00000120156,TEK,Secreted to blood,Receptor,Q02763
722,ENSG00000120160,EQTN,Secreted in male reproductive system,No annotated function,Q9NQ60
723,ENSG00000120210,INSL6,Secreted to blood,Hormone,Q9Y581
724,ENSG00000120211,INSL4,Secreted to blood,Hormone,Q14641
725,ENSG00000120235,IFNA6,Secreted to blood,Interferon,P05013
726,ENSG00000120242,IFNA8,Secreted to blood,Interferon,P32881
727,ENSG00000120332,TNN,Secreted to extracellular matrix,No annotated function,Q9UQP3
728,ENSG00000120333,MRPS14,Intracellular and membrane,Other,O60783
729,ENSG00000120509,PDZD11,Intracellular and membrane,No annotated function,Q5EBL8
730,ENSG00000120563,LYZL1,Secreted in male reproductive system,Enzyme,Q6UWQ5
731,ENSG00000120658,ENOX1,Intracellular and membrane,Transport,Q8TC92
732,ENSG00000120659,TNFSF11,Secreted to blood,Cytokine,O14788
733,ENSG00000120708,TGFBI,Secreted to blood,Cell adhesion,Q15582
734,ENSG00000120725,SIL1,Intracellular and membrane,Transport,Q9H173
735,ENSG00000120733,KDM3B,Intracellular and membrane,Transcription,Q7LBC6
736,ENSG00000120885,CLU,Secreted to blood,Complement pathway,O75153
737,ENSG00000120937,NPPB,Secreted to blood,Hormone,P16860
738,ENSG00000121005,CRISPLD1,Secreted - unknown location,No annotated function,Q9H336
739,ENSG00000121064,SCPEP1,Secreted to blood,Enzyme,Q9HB40
740,ENSG00000121289,CEP89,Intracellular and membrane,Other,Q96ST8
741,ENSG00000121316,PLBD1,Intracellular and membrane,Enzyme,Q6P4A8
742,ENSG00000121335,PRB2,Secreted to digestive system,No annotated function,P02812
743,ENSG00000121351,IAPP,Secreted to blood,Hormone,P10997
744,ENSG00000121410,A1BG,Secreted to blood,No annotated function,P04217
745,ENSG00000121578,B4GALT4,Intracellular and membrane,Enzyme,O60513
746,ENSG00000121594,CD80,Intracellular and membrane,Receptor,P33681
747,ENSG00000121671,CRY2,Intracellular and membrane,Receptor,Q49AN0
748,ENSG00000121716,PILRB,Intracellular and membrane,Receptor,Q9UKJ0
749,ENSG00000121858,TNFSF10,Secreted to blood,Cytokine,P50591
750,ENSG00000121898,CPXM2,Secreted - unknown location,No annotated function,Q8N436
751,ENSG00000122121,XPNPEP2,Intracellular and membrane,Enzyme,O43895
752,ENSG00000122133,PAEP,Secreted in female reproductive system,No annotated function,P09466
753,ENSG00000122136,OBP2A,Secreted in other tissues,Transport,Q9NY56
754,ENSG00000122176,FMOD,Secreted to extracellular matrix,No annotated function,Q06828
755,ENSG00000122194,PLG,Secreted to blood,Blood coagulation,P00747
756,ENSG00000122218,COPA,Secreted to blood,Hormone,P53621
757,ENSG00000122378,PRXL2A,Secreted in other tissues,Other,Q9BRX8
758,ENSG00000122566,HNRNPA2B1,Intracellular and membrane,Transport,P22626
759,ENSG00000122584,NXPH1,Secreted in brain,No annotated function,P58417
760,ENSG00000122585,NPY,Secreted to blood,Neuropeptide,P01303
761,ENSG00000122641,INHBA,Secreted to blood,Hormone,P08476
762,ENSG00000122642,FKBP9,Intracellular and membrane,Enzyme,O95302
763,ENSG00000122643,NT5C3A,Intracellular and membrane,Enzyme,Q9H0P0
764,ENSG00000122711,SPINK4,Secreted to digestive system,Enzyme inhibitor,O60575
765,ENSG00000122779,TRIM24,Intracellular and membrane,Transcription,O15164
766,ENSG00000122852,SFTPA1,Secreted in other tissues,Other,Q8IWL2
767,ENSG00000122861,PLAU,Secreted to blood,Blood coagulation,P00749
768,ENSG00000122862,SRGN,Secreted to blood,Other,P10124
769,ENSG00000122884,P4HA1,Intracellular and membrane,Enzyme,P13674
770,ENSG00000123131,PRDX4,Intracellular and membrane,Enzyme,Q13162
771,ENSG00000123146,ADGRE5,Secreted to blood,Receptor,P48960
772,ENSG00000123171,CCDC70,Secreted in male reproductive system,No annotated function,Q6NSX1
773,ENSG00000123243,ITIH5,Secreted to blood,No annotated function,Q86UX2
774,ENSG00000123342,MMP19,Secreted to extracellular matrix,Developmental protein,Q99542
775,ENSG00000123384,LRP1,Intracellular and membrane,Receptor,Q07954
776,ENSG00000123454,DBH,Intracellular and membrane,Enzyme,P09172
777,ENSG00000123472,ATPAF1,Intracellular and membrane,No annotated function,c("Q5TC12", "Q6PEX7")
778,ENSG00000123500,COL10A1,Secreted to extracellular matrix,No annotated function,Q03692
779,ENSG00000123561,SERPINA7,Secreted to blood,Transport,P05543
780,ENSG00000123570,RAB9B,Intracellular and membrane,Transport,Q9NP90
781,ENSG00000123609,NMI,Secreted to blood,NULL,Q13287
782,ENSG00000123610,TNFAIP6,Secreted to blood,Cell adhesion,P98066
783,ENSG00000123612,ACVR1C,Intracellular and membrane,Receptor,Q8NER5
784,ENSG00000123739,PLA2G12A,Secreted to blood,Enzyme,Q9BZM1
785,ENSG00000123838,C4BPA,Secreted to blood,Complement pathway,P04003
786,ENSG00000123843,C4BPB,Secreted to blood,Complement pathway,P20851
787,ENSG00000123989,CHPF,Intracellular and membrane,Enzyme,Q8IZ52
788,ENSG00000123999,INHA,Secreted to blood,Hormone,P05111
789,ENSG00000124102,PI3,Secreted to blood,Enzyme inhibitor,P19957
790,ENSG00000124107,SLPI,Secreted to blood,Immunity,P03973
791,ENSG00000124116,WFDC3,Secreted in male reproductive system,Enzyme inhibitor,Q8IUB2
792,ENSG00000124145,SDC4,Secreted to blood,No annotated function,P31431
793,ENSG00000124155,PIGT,Intracellular and membrane,Other,Q969N2
794,ENSG00000124157,SEMG2,Secreted in male reproductive system,No annotated function,Q02383
795,ENSG00000124159,MATN4,Secreted to extracellular matrix,No annotated function,O95460
796,ENSG00000124205,EDN3,Secreted to blood,Other,P14138
797,ENSG00000124225,PMEPA1,Intracellular and membrane,Other,Q969W9
798,ENSG00000124233,SEMG1,Secreted in male reproductive system,No annotated function,P04279
799,ENSG00000124302,CHST8,Intracellular and membrane,Enzyme,Q9H2A9
800,ENSG00000124334,IL9R,Intracellular and membrane,Receptor,Q01113
801,ENSG00000124370,MCEE,Intracellular and membrane,Enzyme,Q96PE7
802,ENSG00000124391,IL17C,Secreted to blood,Interleukin,Q9P0M4
803,ENSG00000124467,PSG8,Secreted in female reproductive system,No annotated function,Q9UQ74
804,ENSG00000124469,CEACAM8,Intracellular and membrane,Cell adhesion,P31997
805,ENSG00000124479,NDP,Secreted to extracellular matrix,Other,Q00604
806,ENSG00000124490,CRISP2,Secreted in male reproductive system,No annotated function,P16562
807,ENSG00000124491,F13A1,Secreted to blood,Blood coagulation,P00488
808,ENSG00000124557,BTN1A1,Intracellular and membrane,No annotated function,Q13410
809,ENSG00000124731,TREM1,Secreted to blood,Receptor,Q9NP99
810,ENSG00000124749,COL21A1,Secreted to extracellular matrix,No annotated function,Q96P44
811,ENSG00000124812,CRISP1,Secreted in male reproductive system,No annotated function,P54107
812,ENSG00000124875,CXCL6,Secreted to blood,Chemokine,P80162
813,ENSG00000124882,EREG,Secreted to blood,Growth factor,O14944
814,ENSG00000124935,SCGB1D2,Secreted in other tissues,No annotated function,O95969
815,ENSG00000124939,SCGB2A1,Secreted in other tissues,No annotated function,O75556
816,ENSG00000125084,WNT1,Secreted to extracellular matrix,Developmental protein,P04628
817,ENSG00000125144,MT1G,Intracellular and membrane,No annotated function,P13640
818,ENSG00000125166,GOT2,Intracellular and membrane,Transport,P00505
819,ENSG00000125363,AMELX,Secreted in other tissues,Other,Q99217
820,ENSG00000125378,BMP4,Secreted to blood,Cytokine,P12644
821,ENSG00000125538,IL1B,Secreted to blood,Interleukin,P01584
822,ENSG00000125551,PLGLB2,Secreted to blood,No annotated function,Q02325
823,ENSG00000125571,IL37,Secreted to blood,Interleukin,Q9NZH6
824,ENSG00000125650,PSPN,Secreted in other tissues,Growth factor,O60542
825,ENSG00000125675,GRIA3,Intracellular and membrane,Receptor,P42263
826,ENSG00000125730,C3,Secreted to blood,Complement pathway,P01024
827,ENSG00000125735,TNFSF14,Secreted to blood,Cytokine,O43557
828,ENSG00000125787,GNRH2,Secreted to blood,Hormone,O43555
829,ENSG00000125788,DEFB126,Secreted in male reproductive system,Defense,Q9BYW3
830,ENSG00000125815,CST8,Secreted in male reproductive system,Enzyme inhibitor,O60676
831,ENSG00000125823,CSTL1,Secreted in male reproductive system,Enzyme inhibitor,Q9H114
832,ENSG00000125831,CST11,Secreted in male reproductive system,Enzyme inhibitor,Q9H112
833,ENSG00000125845,BMP2,Secreted to blood,Cytokine,P12643
834,ENSG00000125848,FLRT3,Intracellular and membrane,Developmental protein,Q9NZU0
835,ENSG00000125851,PCSK2,Secreted in other tissues,Enzyme,P16519
836,ENSG00000125861,GFRA4,Intracellular and membrane,Receptor,Q9GZZ7
837,ENSG00000125879,OTOR,Secreted in other tissues,No annotated function,Q9NRC9
838,ENSG00000125900,SIRPD,Secreted in male reproductive system,No annotated function,Q9H106
839,ENSG00000125903,DEFB129,Secreted in male reproductive system,Defense,Q9H1M3
840,ENSG00000125965,GDF5,Secreted to blood,Cytokine,P43026
841,ENSG00000125966,MMP24,Secreted to extracellular matrix,Cell adhesion,Q9Y5R2
842,ENSG00000125967,NECAB3,Intracellular and membrane,No annotated function,Q96P71
843,ENSG00000125968,ID1,Intracellular and membrane,Developmental protein,P41134
844,ENSG00000125999,BPIFB1,Secreted in other tissues,Immunity,Q8TDL5
845,ENSG00000126091,ST3GAL3,Intracellular and membrane,Enzyme,Q11203
846,ENSG00000126217,MCF2L,Intracellular and membrane,Other,O15068
847,ENSG00000126218,F10,Secreted to blood,Blood coagulation,c("P00742", "Q9BQ89")
848,ENSG00000126231,PROZ,Secreted to blood,Blood coagulation,P22891
849,ENSG00000126233,SLURP1,Secreted in other tissues,Cytokine,P55000
850,ENSG00000126246,IGFLR1,Intracellular and membrane,Receptor,Q9H665
851,ENSG00000126259,KIRREL2,Intracellular and membrane,No annotated function,Q6UWL6
852,ENSG00000126545,CSN1S1,Secreted in female reproductive system,Other,P47710
853,ENSG00000126549,STATH,Secreted to digestive system,Other,P02808
854,ENSG00000126550,HTN1,Secreted to digestive system,Defense,P15515
855,ENSG00000126759,CFP,Secreted to blood,Immunity,P27918
856,ENSG00000126838,PZP,Secreted to blood,Enzyme inhibitor,P20742
857,ENSG00000126861,OMG,Intracellular and membrane,Cell adhesion,P23515
858,ENSG00000126882,FAM78A,Intracellular and membrane,No annotated function,Q5JUQ0
859,ENSG00000127083,OMD,Secreted in other tissues,Cell adhesion,Q99983
860,ENSG00000127129,EDN2,Secreted to blood,Other,P20800
861,ENSG00000127241,MASP1,Secreted to blood,Immunity,P48740
862,ENSG00000127318,IL22,Secreted to blood,Interleukin,Q9GZX6
863,ENSG00000127415,IDUA,Intracellular and membrane,Enzyme,P35475
864,ENSG00000127472,PLA2G5,Secreted in other tissues,Enzyme,P39877
865,ENSG00000127554,GFER,Secreted to blood,Growth factor,P55789
866,ENSG00000127578,WFIKKN1,Secreted in other tissues,Enzyme inhibitor,Q96NZ8
867,ENSG00000127743,IL17B,Secreted to blood,Interleukin,Q9UHF5
868,ENSG00000127951,FGL2,Secreted to blood,No annotated function,Q14314
869,ENSG00000128040,SPINK2,Secreted to blood,Enzyme inhibitor,P20155
870,ENSG00000128052,KDR,Intracellular and membrane,Receptor,P35968
871,ENSG00000128165,ADM2,Secreted to blood,Hormone,Q7Z4H4
872,ENSG00000128218,VPREB3,Intracellular and membrane,No annotated function,Q9UKI3
873,ENSG00000128228,SDF2L1,Intracellular and membrane,No annotated function,Q9HCN8
874,ENSG00000128242,GAL3ST1,Intracellular and membrane,Enzyme,Q99999
875,ENSG00000128268,MGAT3,Intracellular and membrane,Enzyme,Q09327
876,ENSG00000128284,APOL3,Intracellular and membrane,Apolipoprotein,O95236
877,ENSG00000128294,TPST2,Intracellular and membrane,Enzyme,O60704
878,ENSG00000128322,IGLL1,Secreted to blood,No annotated function,P15814
879,ENSG00000128342,LIF,Secreted in other tissues,Cytokine,P15018
880,ENSG00000128510,CPA4,Secreted in other tissues,Enzyme,Q9UI42
881,ENSG00000128564,VGF,Secreted to blood,Growth factor,O15240
882,ENSG00000128590,DNAJB9,Intracellular and membrane,Other,Q9UBS3
883,ENSG00000128595,CALU,Intracellular and membrane,No annotated function,O43852
884,ENSG00000128606,LRRC17,Secreted in other tissues,Other,Q8N6Y2
885,ENSG00000128654,MTX2,Intracellular and membrane,Transport,O75431
886,ENSG00000128655,PDE11A,Intracellular and membrane,Enzyme,Q9HCR9
887,ENSG00000128791,TWSG1,Secreted - unknown location,Developmental protein,Q9GZX9
888,ENSG00000129009,ISLR,Secreted - unknown location,No annotated function,O14498
889,ENSG00000129038,LOXL1,Secreted to extracellular matrix,Enzyme,Q08397
890,ENSG00000129103,SUMF2,Intracellular and membrane,No annotated function,Q8NBJ7
891,ENSG00000129214,SHBG,Secreted to blood,Transport,P04278
892,ENSG00000129437,KLK14,Secreted in other tissues,Enzyme,Q9P0G3
893,ENSG00000129451,KLK10,Secreted in other tissues,Enzyme,O43240
894,ENSG00000129455,KLK8,Secreted in other tissues,Enzyme,O60259
895,ENSG00000129538,RNASE1,Secreted to digestive system,Enzyme,P07998
896,ENSG00000129636,ITFG1,Intracellular and membrane,No annotated function,Q8TB96
897,ENSG00000129673,AANAT,Intracellular and membrane,Enzyme,Q16613
898,ENSG00000129933,MAU2,Intracellular and membrane,Other,Q9Y6X3
899,ENSG00000129965,INS-IGF2,Secreted to digestive system,No annotated function,None
900,ENSG00000129988,LBP,Secreted to blood,Transport,P18428
901,ENSG00000130035,GALNT8,Intracellular and membrane,Transport,Q9NY28
902,ENSG00000130173,ANGPTL8,Secreted to blood,Hormone,Q6UXH0
903,ENSG00000130175,PRKCSH,Intracellular and membrane,No annotated function,P14314
904,ENSG00000130193,THEM6,Secreted - unknown location,No annotated function,Q8WUY1
905,ENSG00000130203,APOE,Secreted to blood,Apolipoprotein,P02649
906,ENSG00000130208,APOC1,Secreted to blood,Apolipoprotein,P02654
907,ENSG00000130234,ACE2,Secreted to blood,Receptor,Q9BYF1
908,ENSG00000130283,GDF1,Secreted to blood,Cytokine,P27539
909,ENSG00000130287,NCAN,Secreted in brain,Cell adhesion,O14594
910,ENSG00000130309,COLGALT1,Intracellular and membrane,Enzyme,Q8NBJ5
911,ENSG00000130385,BMP15,Secreted in other tissues,Cytokine,O95972
912,ENSG00000130414,NDUFA10,Intracellular and membrane,Transport,O95299
913,ENSG00000130427,EPO,Secreted to blood,Hormone,P01588
914,ENSG00000130508,PXDN,Secreted to extracellular matrix,Enzyme,Q92626
915,ENSG00000130513,GDF15,Secreted to blood,Cytokine,Q99988
916,ENSG00000130528,HRC,Intracellular and membrane,No annotated function,P23327
917,ENSG00000130558,OLFM1,Secreted in brain,Developmental protein,Q99784
918,ENSG00000130635,COL5A1,Secreted to extracellular matrix,Other,c("P20908", "Q5SY13")
919,ENSG00000130649,CYP2E1,Intracellular and membrane,Enzyme,P05181
920,ENSG00000130702,LAMA5,Secreted to extracellular matrix,Cell adhesion,O15230
921,ENSG00000130711,PRDM12,Intracellular and membrane,Transcription,Q9H4Q4
922,ENSG00000130726,TRIM28,Intracellular and membrane,Transcription,Q13263
923,ENSG00000130768,SMPDL3B,Secreted to blood,Immunity,Q92485
924,ENSG00000130812,ANGPTL6,Secreted to blood,Developmental protein,Q8NI99
925,ENSG00000131015,ULBP2,Secreted in other tissues,Immunity,Q9BZM5
926,ENSG00000131019,ULBP3,Intracellular and membrane,Immunity,Q9BZM4
927,ENSG00000131050,BPIFA2,Secreted to digestive system,Defense,Q96DR5
928,ENSG00000131059,BPIFA3,Secreted in male reproductive system,No annotated function,Q9BQP9
929,ENSG00000131068,DEFB118,Secreted in male reproductive system,Defense,Q96PH6
930,ENSG00000131094,C1QL1,Secreted in brain,Complement pathway,O75973
931,ENSG00000131096,PYY,Secreted to blood,Hormone,P10082
932,ENSG00000131126,TEX101,Secreted in male reproductive system,No annotated function,Q9BY14
933,ENSG00000131142,CCL25,Secreted to blood,Chemokine,O15444
934,ENSG00000131187,F12,Secreted to blood,Blood coagulation,P00748
935,ENSG00000131238,PPT1,Intracellular and membrane,Enzyme,P50897
936,ENSG00000131355,ADGRE3,Secreted to blood,Receptor,Q9BY15
937,ENSG00000131386,GALNT15,Intracellular and membrane,Enzyme,c("Q7Z4T8", "Q8N3T1")
938,ENSG00000131400,NAPSA,Secreted in other tissues,Enzyme,O96009
939,ENSG00000131471,AOC3,Secreted - unknown location,Cell adhesion,Q16853
940,ENSG00000131480,AOC2,Intracellular and membrane,Enzyme,O75106
941,ENSG00000131507,NDFIP1,Intracellular and membrane,No annotated function,Q9BT67
942,ENSG00000131650,KREMEN2,Intracellular and membrane,Other,Q8NCW0
943,ENSG00000131669,NINJ1,Intracellular and membrane,NULL,Q92982
944,ENSG00000131686,CA6,Secreted to digestive system,Enzyme,P23280
945,ENSG00000131724,IL13RA1,Intracellular and membrane,Receptor,P78552
946,ENSG00000131808,FSHB,Secreted to blood,Hormone,P01225
947,ENSG00000131828,PDHA1,Intracellular and membrane,Enzyme,P08559
948,ENSG00000131873,CHSY1,Secreted to blood,Enzyme,Q86X52
949,ENSG00000131981,LGALS3,Secreted to blood,Immunity,P17931
950,ENSG00000132000,PODNL1,Secreted - unknown location,No annotated function,Q6PEZ8
951,ENSG00000132026,RTBDN,Secreted in other tissues,No annotated function,Q9BSG5
952,ENSG00000132031,MATN3,Secreted to extracellular matrix,No annotated function,O15232
953,ENSG00000132122,SPATA6,Intracellular and membrane,Developmental protein,Q9NWH7
954,ENSG00000132185,FCRLA,Intracellular and membrane,Other,Q7L513
955,ENSG00000132205,EMILIN2,Secreted to extracellular matrix,Cell adhesion,Q9BXX0
956,ENSG00000132297,HHLA1,Secreted - unknown location,No annotated function,C9JL84
957,ENSG00000132313,MRPL35,Intracellular and membrane,Other,Q9NZE8
958,ENSG00000132386,SERPINF1,Secreted to blood,No annotated function,P36955
959,ENSG00000132464,ENAM,Secreted to extracellular matrix,Other,Q9NRM1
960,ENSG00000132465,JCHAIN,Secreted to blood,No annotated function,P01591
961,ENSG00000132535,DLG4,Intracellular and membrane,No annotated function,P78352
962,ENSG00000132561,MATN2,Secreted to extracellular matrix,No annotated function,O00339
963,ENSG00000132581,SDF2,Intracellular and membrane,No annotated function,Q99470
964,ENSG00000132692,BCAN,Secreted in brain,No annotated function,Q96GW7
965,ENSG00000132693,CRP,Secreted to blood,Acute phase,P02741
966,ENSG00000132702,HAPLN2,Secreted in brain,No annotated function,Q9GZV7
967,ENSG00000132703,APCS,Secreted to blood,No annotated function,P02743
968,ENSG00000132821,VSTM2L,Secreted - unknown location,No annotated function,Q96N03
969,ENSG00000132846,ZBED3,Secreted to blood,NULL,Q96IU2
970,ENSG00000132855,ANGPTL3,Secreted to blood,Cell adhesion,Q9Y5C1
971,ENSG00000133048,CHI3L1,Secreted to blood,Defense,P36222
972,ENSG00000133063,CHIT1,Secreted to blood,Enzyme,Q13231
973,ENSG00000133110,POSTN,Secreted to extracellular matrix,Cell adhesion,Q15063
974,ENSG00000133116,KL,Secreted to blood,Hormone,Q9UEF7
975,ENSG00000133216,EPHB2,Intracellular and membrane,Receptor,P29323
976,ENSG00000133401,PDZD2,Intracellular and membrane,Cell adhesion,O15018
977,ENSG00000133466,C1QTNF6,Secreted to blood,Complement pathway,Q9BXI9
978,ENSG00000133636,NTS,Secreted to digestive system,Other,P30990
979,ENSG00000133661,SFTPD,Secreted in other tissues,Immunity,P35247
980,ENSG00000133710,SPINK5,Secreted in other tissues,Enzyme inhibitor,Q9NQ38
981,ENSG00000133794,ARNTL,Intracellular and membrane,Transcription,O00327
982,ENSG00000134013,LOXL2,Secreted to extracellular matrix,Transcription,Q9Y4K0
983,ENSG00000134020,PEBP4,Secreted in other tissues,No annotated function,Q96S96
984,ENSG00000134028,ADAMDEC1,Secreted in other tissues,Enzyme,O15204
985,ENSG00000134121,CHL1,Secreted in brain,Developmental protein,c("O00533", "Q96FC9")
986,ENSG00000134193,REG4,Secreted to digestive system,No annotated function,Q9BYZ8
987,ENSG00000134200,TSHB,Secreted to blood,Hormone,P01222
988,ENSG00000134216,CHIA,Intracellular and membrane,Immunity,Q9BZP6
989,ENSG00000134245,WNT2B,Secreted to extracellular matrix,Developmental protein,Q93097
990,ENSG00000134259,NGF,Secreted in other tissues,Growth factor,P01138
991,ENSG00000134339,SAA2,Secreted to blood,Acute phase,P0DJI9
992,ENSG00000134352,IL6ST,Secreted to blood,Receptor,P40189
993,ENSG00000134363,FST,Secreted to blood,No annotated function,P19883
994,ENSG00000134365,CFHR4,Secreted to blood,Complement pathway,Q92496
995,ENSG00000134376,CRB1,Secreted in brain,No annotated function,P82279
996,ENSG00000134389,CFHR5,Secreted to blood,Complement pathway,Q9BXR6
997,ENSG00000134398,ERN2,Intracellular and membrane,Transcription,Q76MJ5
998,ENSG00000134443,GRP,Secreted in other tissues,No annotated function,P07492
999,ENSG00000134470,IL15RA,Secreted to blood,Receptor,Q13261
1000,ENSG00000134508,CABLES1,Intracellular and membrane,Other,Q8TDN4
1001,ENSG00000134548,SPX,Secreted to blood,Hormone,Q9BT56
1002,ENSG00000134551,PRH2,Secreted to digestive system,No annotated function,P02810
1003,ENSG00000134716,CYP2J2,Intracellular and membrane,Enzyme,P51589
1004,ENSG00000134775,FHOD3,Intracellular and membrane,Other,Q2V2M9
1005,ENSG00000134812,CBLIF,Secreted to digestive system,Transport,P27352
1006,ENSG00000134827,TCN1,Secreted to blood,Transport,P20061
1007,ENSG00000134853,PDGFRA,Intracellular and membrane,Receptor,P16234
1008,ENSG00000134871,COL4A2,Secreted to extracellular matrix,Developmental protein,P08572
1009,ENSG00000134901,POGLUT2,Intracellular and membrane,Enzyme,Q6UW63
1010,ENSG00000134917,ADAMTS8,Secreted to extracellular matrix,Enzyme,Q9UP79
1011,ENSG00000134940,ACRV1,Secreted in male reproductive system,No annotated function,P26436
1012,ENSG00000135046,ANXA1,Secreted to blood,Immunity,P04083
1013,ENSG00000135047,CTSL,Intracellular and membrane,Enzyme,P07711
1014,ENSG00000135052,GOLM1,Intracellular and membrane,No annotated function,Q8NBJ4
1015,ENSG00000135222,CSN2,Secreted in female reproductive system,Other,P61201
1016,ENSG00000135226,UGT2B28,Intracellular and membrane,Enzyme,Q9BY64
1017,ENSG00000135245,HILPDA,Intracellular and membrane,Other,Q9Y5L2
1018,ENSG00000135253,KCP,Secreted in other tissues,No annotated function,Q6ZWJ8
1019,ENSG00000135318,NT5E,Intracellular and membrane,Enzyme,P21589
1020,ENSG00000135333,EPHA7,Intracellular and membrane,Receptor,Q15375
1021,ENSG00000135346,CGA,Secreted to blood,Hormone,P01215
1022,ENSG00000135373,EHF,Intracellular and membrane,Transcription,Q9NZC4
1023,ENSG00000135404,CD63,Intracellular and membrane,Transport,P08962
